,Pyrocosm1Neg_N1_T1,Pyrocosm1Neg_N2_T1,Pyrocosm1Neg_N3_T1,Pyrocosm1Neg_N4_T1,Pyrocosm1Neg_N1_T2,Pyrocosm1Neg_N2_T2,Pyrocosm1Neg_N3_T2,Pyrocosm1Neg_N4_T2,Pyrocosm1_F1_T1,Pyrocosm1_F2_T1,Pyrocosm1_F4_T1,Pyrocosm1_F1_T2,Pyrocosm1_F2_T2,Pyrocosm1_F3_T2,Pyrocosm1_F4_T2,Pyrocosm2_F3_T1,Pyrocosm2_F4_T1,Pyrocosm2_F1_T2,Pyrocosm2_F2_T2,Pyrocosm2_F3_T2,Pyrocosm2_F1_T3,Pyrocosm2_F2_T3,Pyrocosm2_F3_T3,Pyrocosm2_F4_T3,taxonomy,species
OTU_1833,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Pertusariales; f__Ochrolechiaceae; g__Ochrolechia; s__Ochrolechia tartarea,Ochrolechia tartarea
OTU_1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Pertusariales; f__Ochrolechiaceae; g__Ochrolechia; s__Ochrolechia tartarea,Ochrolechia tartarea
OTU_2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Pertusariales; f__Ochrolechiaceae; g__Ochrolechia; s__Ochrolechia tartarea,Ochrolechia tartarea
OTU_1851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Teloschistaceae; g__Caloplaca; s__Caloplaca variabilis,Caloplaca variabilis
OTU_1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__unidentified; f__unidentified; g__unidentified; s__Lecanoromycetes sp,Lecanoromycetes sp
OTU_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Podosphaera; s__Podosphaera sp,Podosphaera sp
OTU_654,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Geoglossales; f__Geoglossaceae; g__Geoglossum; s__Geoglossum umbratile,Geoglossum umbratile
OTU_301,0,0,0,5,19,26,3,1,4,0,1,45,0,0,0,0,3,0,0,0,0,0,4,11,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__unidentified; s__Dermateaceae sp,Dermateaceae sp
OTU_550,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__unidentified; s__Dermateaceae sp,Dermateaceae sp
OTU_270,0,9,0,2,8,7,6,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,4,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Crocicreas; s__Crocicreas sp,Crocicreas sp
OTU_100,36,15,0,0,0,0,0,169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus sp,Hymenoscyphus sp
OTU_91,20,0,0,0,0,0,0,274,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus sp,Hymenoscyphus sp
OTU_222,12,1,0,6,18,2,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus sp,Hymenoscyphus sp
OTU_145,4,0,0,17,26,0,0,26,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus sp SR_F14,Hymenoscyphus sp SR_F14
OTU_1443,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus sp SR_F14,Hymenoscyphus sp SR_F14
OTU_442,0,0,0,0,10,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Tricladium; s__Tricladium sp,Tricladium sp
OTU_299,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Arachnopeziza; s__Arachnopeziza aurelia,Arachnopeziza aurelia
OTU_739,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Arachnopeziza; s__Arachnopeziza sp,Arachnopeziza sp
OTU_65,8,11,76,156,11,4,84,4,0,0,3,15,21,0,0,0,5,0,0,0,0,0,0,5,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha sp,Hyaloscypha sp
OTU_200,7,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnellula; s__Lachnellula calyciformis,Lachnellula calyciformis
OTU_753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnellula; s__Lachnellula calyciformis,Lachnellula calyciformis
OTU_150,2,77,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnum; s__Lachnum sp 1 KO_2013,Lachnum sp 1 KO_2013
OTU_2086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Mollisina; s__Mollisina uncinata,Mollisina uncinata
OTU_359,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__unidentified; s__Hyaloscyphaceae sp,Hyaloscyphaceae sp
OTU_714,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Cadophora; s__Cadophora luteo-olivacea,Cadophora luteo-olivacea
OTU_286,2,15,0,0,0,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Dactylaria; s__Dactylaria higginsii,Dactylaria higginsii
OTU_290,5,13,0,1,0,10,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Hyphodiscus; s__Hyphodiscus sp,Hyphodiscus sp
OTU_418,0,0,0,2,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Infundichalara; s__Infundichalara sp,Infundichalara sp
OTU_156,4,5,0,23,8,27,11,3,4,0,8,22,0,0,0,0,3,0,0,0,0,0,0,4,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Tetracladium; s__Tetracladium sp,Tetracladium sp
OTU_77,1,0,0,0,17,3,0,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Tetracladium; s__Tetracladium sp,Tetracladium sp
OTU_587,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Xenopolyscytalum; s__Xenopolyscytalum sp,Xenopolyscytalum sp
OTU_243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Phacidiaceae; g__Phacidium; s__Phacidium lacerum,Phacidium lacerum
OTU_184,0,0,0,0,0,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__unidentified; s__Rutstroemiaceae sp,Rutstroemiaceae sp
OTU_35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae; g__Botrytis; s__Botrytis caroliniana,Botrytis caroliniana
OTU_32,38,0,0,0,4,14,15,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,1,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_20,67,334,192,203,137,298,217,110,49,0,50,203,14,0,0,36,14,0,0,10,0,0,1,16,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_915,82,0,0,0,0,0,1,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_167,0,0,0,53,5,27,36,3,1,0,1,8,26,2,0,0,3,0,0,0,0,0,0,1,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_115,16,9,0,37,12,19,8,4,14,0,11,12,0,0,0,0,1,0,0,3,0,0,0,1,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_262,21,0,0,5,9,1,6,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_126,0,4,0,9,20,31,3,1,4,0,4,33,2,0,0,9,0,0,0,0,0,0,0,5,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_925,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_195,16,15,8,18,16,3,7,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_203,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_227,0,0,0,7,0,1,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_1158,158,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_277,0,0,5,1,1,8,1,3,3,0,8,5,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_170,7,7,24,8,5,13,9,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_352,13,4,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_541,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_401,2,0,0,0,2,0,7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_344,0,1,0,5,2,1,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_691,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_1753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_451,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_700,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_529,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_660,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_400,5,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_825,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_812,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_501,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_611,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_2191,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_1089,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_903,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp,Helotiales sp
OTU_314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp EXP0568F,Helotiales sp EXP0568F
OTU_99,11,24,0,5,11,13,12,47,1,0,1,14,2,0,0,1,0,0,0,0,0,0,0,4,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales sp EXP0568F,Helotiales sp EXP0568F
OTU_49,97,136,0,137,2,34,57,78,16,0,2,41,5,0,0,0,3,0,0,0,0,0,0,3,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__uncultured Helotiales,uncultured Helotiales
OTU_294,5,0,0,0,16,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__uncultured Helotiales,uncultured Helotiales
OTU_82,69,73,212,85,92,111,33,6,71,0,20,32,0,0,0,0,5,0,0,0,0,0,0,7,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Acephala; s__Acephala applanata,Acephala applanata
OTU_395,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Acephala; s__Acephala sp,Acephala sp
OTU_246,9,4,0,5,40,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae sedis; f__Incertae sedis; g__Collophora; s__Collophora sp,Collophora sp
OTU_120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae sedis; f__Incertae sedis; g__Collophora; s__Collophora sp,Collophora sp
OTU_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae sedis; f__Incertae sedis; g__Geomyces; s__Geomyces asperulatus,Geomyces asperulatus
OTU_295,1,0,0,2,1,8,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae sedis; f__Incertae sedis; g__Geomyces; s__Geomyces auratus,Geomyces auratus
OTU_1304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae sedis; f__Incertae sedis; g__Geomyces; s__Geomyces auratus,Geomyces auratus
OTU_1095,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Leotiaceae; g__Alatospora; s__Alatospora sp,Alatospora sp
OTU_482,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Leotiaceae; g__Leotia; s__Leotia lubrica,Leotia lubrica
OTU_50,8,437,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__Rhytismataceae; g__Colpoma; s__Colpoma sp,Colpoma sp
OTU_114,28,2,0,0,0,0,0,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Thelebolaceae; g__unidentified; s__uncultured Thelebolaceae,uncultured Thelebolaceae
OTU_2027,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Thelebolaceae; g__unidentified; s__uncultured Thelebolus,uncultured Thelebolus
OTU_43,47,12,1,188,46,25,20,171,4,0,6,40,0,0,0,4,1,0,0,0,0,0,0,27,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_1994,42,12,0,28,17,49,21,57,3,0,3,14,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_70,17,19,91,32,35,88,36,9,38,0,21,44,0,0,0,0,0,0,0,0,0,0,1,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_193,0,0,6,16,0,11,0,0,2,0,19,7,3,0,0,20,34,0,0,6,0,0,2,15,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_641,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_212,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_821,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_871,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_892,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_2013,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp,Leotiomycetes sp
OTU_689,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__uncultured Leotiomycetes,uncultured Leotiomycetes
OTU_450,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Dactylella; s__Dactylella sp YH_2011,Dactylella sp YH_2011
OTU_1557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Dactylellina; s__Dactylellina robusta,Dactylellina robusta
OTU_79,1,6,4,8,47,22,56,12,29,0,26,65,16,0,0,39,86,0,0,8,0,10,67,80,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Aleuria; s__Aleuria sp PDD 89857,Aleuria sp PDD 89857
OTU_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Geopyxis; s__Geopyxis sp,Geopyxis sp
OTU_84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Geopyxis; s__Geopyxis sp,Geopyxis sp
OTU_16,0,0,0,14,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Pustularia; s__Pustularia sp,Pustularia sp
OTU_1,103,104,1,21,0,0,2,0,614,3870,1250,103,449,3832,3911,11,10,424,2054,334,843,597,32,2,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Pyronema; s__Pyronema sp GSL5_6_2,Pyronema sp GSL5_6_2
