,Pyrocosm1Neg_N1_T1,Pyrocosm1Neg_N2_T1,Pyrocosm1Neg_N3_T1,Pyrocosm1Neg_N4_T1,Pyrocosm1Neg_N1_T2,Pyrocosm1Neg_N2_T2,Pyrocosm1Neg_N3_T2,Pyrocosm1Neg_N4_T2,Pyrocosm1_F1_T1,Pyrocosm1_F2_T1,Pyrocosm1_F4_T1,Pyrocosm1_F1_T2,Pyrocosm1_F2_T2,Pyrocosm1_F3_T2,Pyrocosm1_F4_T2,Pyrocosm2_F3_T1,Pyrocosm2_F4_T1,Pyrocosm2_F1_T2,Pyrocosm2_F2_T2,Pyrocosm2_F3_T2,Pyrocosm2_F1_T3,Pyrocosm2_F2_T3,Pyrocosm2_F3_T3,Pyrocosm2_F4_T3,taxonomy,species
OTU_44,19,124,73,33,95,66,155,54,121,0,15,192,66,0,0,0,69,0,0,9,0,0,5,58,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus terricola,Cryptococcus terricola
OTU_71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium floriforme,Filobasidium floriforme
OTU_886,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae sedis; g__Bullera; s__Bullera sp VY_86,Bullera sp VY_86
OTU_618,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae sedis; g__Cryptococcus; s__Cryptococcus aerius,Cryptococcus aerius
OTU_15,71,223,109,81,228,189,253,87,460,0,41,771,339,0,0,20,119,0,0,13,0,0,21,1,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae sedis; g__Cryptococcus; s__Cryptococcus sp,Cryptococcus sp
OTU_278,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae sedis; g__Cryptococcus; s__Cryptococcus sp,Cryptococcus sp
OTU_719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae sedis; g__Cryptococcus; s__Cryptococcus sp TC2_092,Cryptococcus sp TC2_092
OTU_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes sp,Tremellomycetes sp
OTU_370,0,0,0,0,6,1,2,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes sp,Tremellomycetes sp
OTU_693,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes sp,Tremellomycetes sp
OTU_679,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes sp,Tremellomycetes sp
OTU_388,0,0,0,4,7,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,k__Fungi; p__Basidiomycota; c__Tritirachiomycetes; o__Incertae sedis; f__Incertae sedis; g__Tritirachium; s__Tritirachium dependens,Tritirachium dependens
OTU_155,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Pucciniomycotina sp,Pucciniomycotina sp
OTU_1531,0,28,10,25,71,105,74,6,65,0,9,47,73,4,0,335,204,0,2,170,0,82,224,216,k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Geminibasidiales; f__Geminibasidiaceae; g__Geminibasidium; s__Geminibasidium sp,Geminibasidium sp
OTU_8,48,127,135,93,562,534,466,66,312,0,78,358,284,24,0,2049,987,0,19,667,0,190,662,862,k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Geminibasidiales; f__Geminibasidiaceae; g__Geminibasidium; s__Geminibasidium sp,Geminibasidium sp
OTU_2239,0,0,0,14,25,28,12,7,7,0,0,36,33,1,0,136,45,0,4,29,0,20,36,23,k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Geminibasidiales; f__Geminibasidiaceae; g__Geminibasidium; s__Geminibasidium sp,Geminibasidium sp
OTU_2175,1,8,0,1,24,20,6,0,2,0,3,4,14,1,0,103,52,0,0,2,0,1,13,12,k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Geminibasidiales; f__Geminibasidiaceae; g__Geminibasidium; s__Geminibasidium sp,Geminibasidium sp
OTU_1218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Geminibasidiales; f__Geminibasidiaceae; g__Geminibasidium; s__Geminibasidium sp,Geminibasidium sp
OTU_1075,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota sp,Rozellomycota sp
OTU_619,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota sp,Rozellomycota sp
OTU_89,2,21,0,11,19,17,12,2,10,0,0,14,17,0,0,270,45,0,3,74,0,20,63,32,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Basal lineages,Basal lineages
OTU_34,15,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 2 GP_2013,fungal sp 2 GP_2013
OTU_906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_521,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_165,0,0,0,0,0,0,0,0,0,0,0,0,1,45,23,4,0,0,0,0,13,57,2,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_424,0,9,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_409,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1761,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1484,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_2415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp 38 CC 06_28,fungal sp 38 CC 06_28
OTU_537,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp agrFF647,fungal sp agrFF647
OTU_118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,706,0,66,272,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp ARIZ AZ0518,fungal sp ARIZ AZ0518
OTU_486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp TRN287,fungal sp TRN287
OTU_919,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp TRN441,fungal sp TRN441
OTU_765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal sp TRN508,fungal sp TRN508
OTU_1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi sp,Fungi sp
OTU_1920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi sp,Fungi sp
OTU_2024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi sp,Fungi sp
OTU_713,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured ectomycorrhizal fungus,uncultured ectomycorrhizal fungus
OTU_1648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured ectomycorrhizal fungus,uncultured ectomycorrhizal fungus
OTU_138,12,0,0,19,2,0,13,36,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured endophytic fungus,uncultured endophytic fungus
OTU_303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured endophytic fungus,uncultured endophytic fungus
OTU_2253,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured endophytic fungus,uncultured endophytic fungus
OTU_7,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_109,0,0,0,9,123,1,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_367,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_576,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_1686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_48,0,0,0,0,1,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_414,0,2,0,0,1,0,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_372,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_263,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_268,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_642,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_592,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_629,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_1213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_2431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_690,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_1488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured fungus,uncultured fungus
OTU_209,5,0,0,10,3,4,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured soil fungus,uncultured soil fungus
OTU_302,3,0,0,8,4,0,2,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured soil fungus,uncultured soil fungus
OTU_213,21,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured soil fungus,uncultured soil fungus
OTU_862,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__uncultured soil fungus,uncultured soil fungus
OTU_9,0,1,44,76,7,21,2,1,2,0,10,13,1,0,0,7,12,0,0,1,0,4,1,9,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella alpina,Mortierella alpina
OTU_775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella alpina,Mortierella alpina
OTU_1990,0,51,52,21,19,14,23,4,7,0,55,12,0,0,0,11,6,0,0,4,0,4,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella amoeboidea,Mortierella amoeboidea
OTU_2217,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella amoeboidea,Mortierella amoeboidea
OTU_2021,120,266,381,80,152,244,170,49,332,0,103,148,0,0,0,13,37,0,0,26,0,0,2,5,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella camargensis,Mortierella camargensis
OTU_1536,0,1,0,69,94,40,3,0,22,0,18,17,2,0,0,0,12,0,0,3,0,0,17,5,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella camargensis,Mortierella camargensis
OTU_1251,2,4,295,19,9,14,4,4,4,0,0,8,0,0,0,0,6,0,0,1,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella camargensis,Mortierella camargensis
OTU_304,0,4,0,7,1,1,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella camargensis,Mortierella camargensis
OTU_128,0,0,0,2,8,3,1,0,8,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella horticola,Mortierella horticola
OTU_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella humilis,Mortierella humilis
OTU_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella lignicola,Mortierella lignicola
OTU_4,32,71,170,32,178,124,192,63,792,0,13,82,1,1,0,33,24,1,0,7,3,1,4,9,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella rishikesha,Mortierella rishikesha
OTU_3,6,13,0,10,27,31,51,1,0,0,0,19,0,0,0,1,21,1,1,3,0,0,4,7,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_17,0,0,0,0,14,2,2,0,8,0,14,8,0,0,0,1,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_46,0,1,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_66,0,0,6,2,0,3,5,0,1,0,2,2,6,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_2054,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_428,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_210,0,0,27,0,5,14,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_125,11,28,0,0,0,6,12,4,4,0,0,9,2,0,0,16,25,0,0,2,0,0,3,16,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_241,3,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_769,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp,Mortierella sp
OTU_12,2,42,59,40,21,54,53,5,35,0,1,19,0,0,0,6,19,0,0,12,1,4,1,2,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp 04M 158,Mortierella sp 04M 158
OTU_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella sp 38249_8,Mortierella sp 38249_8
OTU_40,0,5,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__Mortierellaceae; g__unidentified; s__Mortierellaceae sp,Mortierellaceae sp
OTU_2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales sp,Mortierellales sp
OTU_112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales sp,Mortierellales sp
